wavelength,scan1-2,scan2-2,absorbance2,scan1-4,scan2-4,absorbance4
1609.14488,0.0837,0.08915,0.086425,0.07482,0.07718,0.076
1607.08452,0.07633,0.0813,0.078815,0.06906,0.07118,0.07012
1605.02415,0.07042,0.07506,0.07274,0.0636,0.06558,0.06459
1602.96379,0.0658,0.07022,0.06801,0.05868,0.06048,0.05958
1600.90342,0.06238,0.06662,0.0645,0.05492,0.05649,0.055705
1598.84306,0.06012,0.06425,0.062185,0.05258,0.05399,0.053285
1596.78269,0.05888,0.06299,0.060935,0.05137,0.05262,0.051995
1594.72233,0.05847,0.06251,0.06049,0.05101,0.05198,0.051495
1592.66196,0.05883,0.06274,0.060785,0.05143,0.05213,0.05178
1590.6016,0.05995,0.06378,0.061865,0.05243,0.05299,0.05271
1588.54123,0.06182,0.06568,0.06375,0.05395,0.05436,0.054155
1586.48087,0.06459,0.06848,0.066535,0.05605,0.05626,0.056155
1584.4205,0.06845,0.07234,0.070395,0.05874,0.05876,0.05875
1582.36014,0.07334,0.07723,0.075285,0.06191,0.06179,0.06185
1580.29977,0.07903,0.08284,0.080935,0.06529,0.06502,0.065155
1578.23941,0.08597,0.08973,0.08785,0.06897,0.06844,0.068705
1576.17904,0.09719,0.10081,0.099,0.07414,0.07304,0.07359
1574.11868,0.11061,0.11357,0.11209,0.0797,0.07825,0.078975
1572.05831,0.12286,0.12486,0.12386,0.08419,0.08274,0.083465
1569.99795,0.13991,0.14067,0.14029,0.08981,0.08791,0.08886
1567.93759,0.1614,0.16067,0.161035,0.09649,0.09393,0.09521
1565.87722,0.18097,0.17887,0.17992,0.10258,0.09966,0.10112
1563.81686,0.19889,0.1954,0.197145,0.10844,0.10524,0.10684
1561.75649,0.2136,0.2088,0.2112,0.11373,0.1104,0.112065
1559.69613,0.23037,0.22456,0.227465,0.12122,0.11682,0.11902
1557.63576,0.25159,0.24504,0.248315,0.13285,0.12553,0.12919
1555.5754,0.26245,0.2552,0.258825,0.1418,0.13279,0.137295
1553.51503,0.26852,0.26084,0.26468,0.15101,0.14072,0.145865
1551.45467,0.27173,0.26422,0.267975,0.16239,0.15041,0.1564
1549.3943,0.27143,0.2646,0.268015,0.17642,0.16197,0.169195
1547.33394,0.26823,0.2622,0.265215,0.19168,0.17441,0.183045
1545.27357,0.26301,0.25784,0.260425,0.20756,0.18763,0.197595
1543.21321,0.25576,0.25171,0.253735,0.22403,0.20161,0.21282
1541.15284,0.24538,0.24292,0.24415,0.23908,0.21408,0.22658
1539.09248,0.23112,0.23021,0.230665,0.24878,0.22199,0.235385
1537.03211,0.22005,0.21958,0.219815,0.24865,0.22397,0.23631
1534.97175,0.21033,0.20997,0.21015,0.24106,0.22051,0.230785
1532.91138,0.19772,0.1978,0.19776,0.22518,0.20929,0.217235
1530.85102,0.18565,0.18632,0.185985,0.2069,0.1956,0.20125
1528.79065,0.17543,0.17649,0.17596,0.1897,0.18251,0.186105
1526.73029,0.16448,0.16577,0.165125,0.17108,0.16717,0.169125
1524.66992,0.15364,0.15511,0.154375,0.15358,0.15204,0.15281
1522.60956,0.14308,0.14487,0.143975,0.13776,0.13787,0.137815
1520.5492,0.13184,0.134,0.13292,0.12194,0.12298,0.12246
1518.48883,0.12224,0.12464,0.12344,0.10989,0.11149,0.11069
1516.42847,0.11327,0.11588,0.114575,0.09998,0.10204,0.10101
1514.3681,0.10495,0.10771,0.10633,0.0911,0.09378,0.09244
1512.30774,0.09794,0.10088,0.09941,0.08397,0.08725,0.08561
1510.24737,0.09176,0.09489,0.093325,0.07806,0.08166,0.07986
1508.18701,0.08561,0.08883,0.08722,0.07227,0.07577,0.07402
1506.12664,0.07792,0.08107,0.079495,0.06493,0.06782,0.066375
1504.06628,0.07222,0.07526,0.07374,0.05982,0.06253,0.061175
1502.00591,0.06854,0.07158,0.07006,0.05679,0.05967,0.05823
1499.94555,0.06501,0.06812,0.066565,0.05379,0.05672,0.055255
1497.88518,0.06131,0.06447,0.06289,0.05048,0.05326,0.05187
1495.82482,0.05784,0.06088,0.05936,0.04743,0.04985,0.04864
1493.76445,0.05536,0.05821,0.056785,0.04538,0.04767,0.046525
1491.70409,0.05353,0.0563,0.054915,0.0441,0.04649,0.045295
1489.64372,0.05182,0.05454,0.05318,0.04353,0.04579,0.04466
1487.58336,0.05056,0.05317,0.051865,0.04443,0.04621,0.04532
1485.52299,0.04989,0.05243,0.05116,0.04717,0.04844,0.047805
1483.46263,0.04974,0.05226,0.051,0.05221,0.05296,0.052585
1481.40226,0.05037,0.05281,0.05159,0.06108,0.06101,0.061045
1479.3419,0.05193,0.05422,0.053075,0.07301,0.07186,0.072435
1477.28154,0.05475,0.05695,0.05585,0.08355,0.08157,0.08256
1475.22117,0.06005,0.06212,0.061085,0.08855,0.08651,0.08753
1473.16081,0.07036,0.07203,0.071195,0.08844,0.08701,0.087725
1471.10044,0.0835,0.08468,0.08409,0.08736,0.08666,0.08701
1469.04008,0.09201,0.09312,0.092565,0.08604,0.08613,0.086085
1466.97971,0.09587,0.09707,0.09647,0.08325,0.08413,0.08369
1464.91935,0.09599,0.0973,0.096645,0.07912,0.08035,0.079735
1462.85898,0.09283,0.09447,0.09365,0.07556,0.07686,0.07621
1460.79862,0.08873,0.09088,0.089805,0.07361,0.0751,0.074355
1458.73825,0.08524,0.08784,0.08654,0.07212,0.07376,0.07294
1456.67789,0.08468,0.08725,0.085965,0.06979,0.07121,0.0705
1454.61752,0.08812,0.08993,0.089025,0.06774,0.0691,0.06842
1452.55716,0.09262,0.09375,0.093185,0.06655,0.06809,0.06732
1450.49679,0.09664,0.09753,0.097085,0.0652,0.06693,0.066065
1448.43643,0.0985,0.09959,0.099045,0.06339,0.06528,0.064335
1446.37606,0.09697,0.09847,0.09772,0.06199,0.06392,0.062955
1444.3157,0.09344,0.09522,0.09433,0.06174,0.06358,0.06266
1442.25533,0.09024,0.09206,0.09115,0.0623,0.06409,0.063195
1440.19497,0.08859,0.09045,0.08952,0.06312,0.0649,0.06401
1438.1346,0.08824,0.09038,0.08931,0.06363,0.0652,0.064415
1436.07424,0.0884,0.09073,0.089565,0.06307,0.06425,0.06366
1434.01388,0.08803,0.09022,0.089125,0.06145,0.06255,0.062
1431.95351,0.08686,0.08914,0.088,0.05946,0.06072,0.06009
1429.89315,0.08536,0.08801,0.086685,0.05758,0.05887,0.058225
1427.83278,0.08425,0.08704,0.085645,0.05704,0.05812,0.05758
1425.77242,0.08383,0.0866,0.085215,0.05903,0.05971,0.05937
1423.71205,0.08397,0.08688,0.085425,0.06437,0.0645,0.064435
1421.65169,0.08412,0.08727,0.085695,0.07181,0.07152,0.071665
1419.59132,0.08339,0.08669,0.08504,0.07881,0.07845,0.07863
1417.53096,0.08094,0.0843,0.08262,0.08047,0.08061,0.08054
1415.47059,0.07707,0.08045,0.07876,0.07526,0.07623,0.075745
1413.41023,0.07267,0.0761,0.074385,0.06758,0.06916,0.06837
1411.34986,0.06855,0.07212,0.070335,0.06072,0.06259,0.061655
1409.2895,0.0654,0.06915,0.067275,0.05611,0.05808,0.057095
1407.22913,0.0634,0.0673,0.06535,0.05369,0.0557,0.054695
1405.16877,0.06229,0.06616,0.064225,0.05279,0.05465,0.05372
1403.1084,0.06176,0.06531,0.063535,0.05264,0.05415,0.053395
1401.04804,0.06152,0.0647,0.06311,0.05261,0.05386,0.053235
1398.98767,0.06146,0.06437,0.062915,0.05265,0.05372,0.053185
1396.92731,0.06182,0.06439,0.063105,0.05304,0.0539,0.05347
1394.86694,0.06291,0.06506,0.063985,0.05381,0.05431,0.05406
1392.80658,0.06463,0.06645,0.06554,0.05468,0.0549,0.05479
1390.74622,0.06667,0.06838,0.067525,0.05554,0.05572,0.05563
1388.68585,0.06939,0.07105,0.07022,0.05663,0.05677,0.0567
1386.62549,0.07291,0.07437,0.07364,0.05768,0.0578,0.05774
1384.56512,0.07611,0.07718,0.076645,0.05793,0.05816,0.058045
1382.50476,0.07816,0.07891,0.078535,0.05766,0.05775,0.057705
1380.44439,0.07887,0.07955,0.07921,0.05735,0.05695,0.05715
1378.38403,0.07821,0.07891,0.07856,0.05689,0.05612,0.056505
1376.32366,0.07653,0.07702,0.076775,0.05652,0.0557,0.05611
1374.2633,0.07392,0.07374,0.07383,0.05637,0.05577,0.05607
1372.20293,0.07101,0.07018,0.070595,0.05608,0.05571,0.055895
1370.14257,0.06896,0.06808,0.06852,0.05584,0.05543,0.055635
1368.0822,0.06855,0.0676,0.068075,0.056,0.05547,0.055735
1366.02184,0.06905,0.06805,0.06855,0.05686,0.05647,0.056665
1363.96147,0.06882,0.06852,0.06867,0.05872,0.0587,0.05871
1361.90111,0.06734,0.06795,0.067645,0.06086,0.06073,0.060795
1359.84074,0.06528,0.06612,0.0657,0.06184,0.06137,0.061605
1357.78038,0.06288,0.06336,0.06312,0.06125,0.0607,0.060975
1355.72001,0.05996,0.06015,0.060055,0.05921,0.05873,0.05897
1353.65965,0.05682,0.05717,0.056995,0.05594,0.0556,0.05577
1351.59928,0.05379,0.05449,0.05414,0.05239,0.05227,0.05233
1349.53892,0.05113,0.05216,0.051645,0.04933,0.04963,0.04948
1347.47856,0.04906,0.05049,0.049775,0.04688,0.04761,0.047245
1345.41819,0.04755,0.04924,0.048395,0.04509,0.04603,0.04556
1343.35783,0.04658,0.04841,0.047495,0.04392,0.04494,0.04443
1341.29746,0.04603,0.04801,0.04702,0.04312,0.04411,0.043615
1339.2371,0.04561,0.04767,0.04664,0.04244,0.04344,0.04294
1337.17673,0.04503,0.04705,0.04604,0.04175,0.04283,0.04229
1335.11637,0.04419,0.0462,0.045195,0.04104,0.04213,0.041585
1333.056,0.04317,0.04517,0.04417,0.04027,0.04127,0.04077
1330.99564,0.04219,0.04419,0.04319,0.03943,0.04042,0.039925
1328.93527,0.04156,0.04368,0.04262,0.03877,0.03984,0.039305
1326.87491,0.04175,0.04411,0.04293,0.03867,0.03973,0.0392
1324.81454,0.04312,0.04572,0.04442,0.03923,0.04012,0.039675
1322.75418,0.04534,0.04813,0.046735,0.04029,0.04096,0.040625
1320.69381,0.04746,0.05043,0.048945,0.04173,0.04233,0.04203
1318.63345,0.04862,0.05161,0.050115,0.04361,0.04423,0.04392
1316.57308,0.04859,0.05132,0.049955,0.04576,0.04637,0.046065
1314.51272,0.04788,0.05032,0.0491,0.04795,0.04845,0.0482
1312.45235,0.04747,0.04981,0.04864,0.04991,0.05027,0.05009
1310.39199,0.0482,0.05045,0.049325,0.0513,0.0516,0.05145
1308.33162,0.0502,0.0523,0.05125,0.0522,0.05254,0.05237
1306.27126,0.05278,0.05475,0.053765,0.05296,0.05337,0.053165
1304.2109,0.05461,0.0565,0.055555,0.05339,0.05384,0.053615
1302.15053,0.05487,0.05668,0.055775,0.05307,0.05353,0.0533
1300.09017,0.05403,0.05569,0.05486,0.05221,0.05266,0.052435
1298.0298,0.05297,0.05446,0.053715,0.05132,0.05184,0.05158
1295.96944,0.05226,0.05371,0.052985,0.0506,0.05124,0.05092
1293.90907,0.05232,0.05375,0.053035,0.04997,0.05067,0.05032
1291.84871,0.05325,0.05449,0.05387,0.04926,0.05,0.04963
1289.78834,0.05485,0.05585,0.05535,0.04836,0.0492,0.04878
1287.72798,0.05726,0.05805,0.057655,0.04726,0.04819,0.047725
1285.66761,0.06044,0.06105,0.060745,0.04626,0.0472,0.04673
1283.60725,0.0633,0.06381,0.063555,0.04565,0.04653,0.04609
1281.54688,0.06433,0.0648,0.064565,0.04534,0.04621,0.045775
1279.48652,0.06311,0.06344,0.063275,0.04514,0.04603,0.045585
1277.42615,0.06072,0.06087,0.060795,0.04509,0.04589,0.04549
1275.36579,0.05852,0.05859,0.058555,0.04517,0.04583,0.0455
1273.30542,0.05731,0.05732,0.057315,0.04525,0.04591,0.04558
1271.24506,0.05724,0.05711,0.057175,0.04536,0.04611,0.045735
1269.18469,0.05814,0.05776,0.05795,0.04562,0.0464,0.04601
1267.12433,0.05999,0.05919,0.05959,0.04617,0.04703,0.0466
1265.06396,0.06312,0.06178,0.06245,0.04741,0.04836,0.047885
1263.0036,0.06784,0.06598,0.06691,0.04998,0.05089,0.050435
1260.94324,0.07353,0.07145,0.07249,0.05443,0.05511,0.05477
1258.88287,0.07919,0.07731,0.07825,0.06016,0.06059,0.060375
1256.82251,0.08504,0.08343,0.084235,0.06468,0.06493,0.064805
1254.76214,0.0923,0.09071,0.091505,0.06518,0.0654,0.06529
1252.70178,0.10167,0.09982,0.100745,0.06128,0.0617,0.06149
1250.64141,0.11182,0.10953,0.110675,0.0552,0.05601,0.055605
1248.58105,0.11918,0.11685,0.118015,0.04954,0.05069,0.050115
1246.52068,0.12161,0.11996,0.120785,0.04562,0.04689,0.046255
1244.46032,0.12106,0.12031,0.120685,0.04358,0.04478,0.04418
1242.39995,0.12032,0.12016,0.12024,0.04319,0.04421,0.0437
1240.33959,0.11983,0.11984,0.119835,0.04439,0.04517,0.04478
1238.27922,0.11849,0.11834,0.118415,0.04725,0.04771,0.04748
1236.21886,0.11557,0.11516,0.115365,0.0516,0.05174,0.05167
1234.15849,0.11075,0.10994,0.110345,0.05643,0.05639,0.05641
1232.09813,0.103,0.1018,0.1024,0.05918,0.05908,0.05913
1230.03776,0.09242,0.09149,0.091955,0.05714,0.05734,0.05724
1227.9774,0.08221,0.08149,0.08185,0.05152,0.05223,0.051875
1225.91703,0.0744,0.07318,0.07379,0.04622,0.04698,0.0466
1223.85667,0.06795,0.06671,0.06733,0.04283,0.04327,0.04305
1221.7963,0.06244,0.06127,0.061855,0.04091,0.04108,0.040995
1219.73594,0.05705,0.05554,0.056295,0.03963,0.03945,0.03954
1217.67558,0.04985,0.04817,0.04901,0.03755,0.03676,0.037155
1215.61521,0.0427,0.0417,0.0422,0.03379,0.03313,0.03346
1213.55485,0.03853,0.03839,0.03846,0.03069,0.03111,0.0309
1211.49448,0.03566,0.03584,0.03575,0.02906,0.03027,0.029665
1209.43412,0.03363,0.03344,0.033535,0.02882,0.03007,0.029445
1207.37375,0.03202,0.03133,0.031675,0.02985,0.03077,0.03031
1205.31339,0.03091,0.03012,0.030515,0.0323,0.03275,0.032525
1203.25302,0.03093,0.03019,0.03056,0.03579,0.03589,0.03584
1201.19266,0.03203,0.03141,0.03172,0.03947,0.03944,0.039455
1199.13229,0.03475,0.03447,0.03461,0.04324,0.04316,0.0432
1197.07193,0.03894,0.03906,0.039,0.04738,0.04743,0.047405
1195.01156,0.04214,0.04251,0.042325,0.05222,0.05235,0.052285
1192.9512,0.04177,0.04224,0.042005,0.05609,0.05626,0.056175
1190.89083,0.03824,0.03863,0.038435,0.05464,0.0552,0.05492
1188.83047,0.0341,0.03435,0.034225,0.04688,0.04813,0.047505
1186.7701,0.03105,0.03124,0.031145,0.03756,0.03923,0.038395
1184.70974,0.02917,0.02942,0.029295,0.03066,0.03239,0.031525
1182.64937,0.02788,0.0282,0.02804,0.02638,0.02806,0.02722
1180.58901,0.02667,0.02707,0.02687,0.02357,0.02522,0.024395
1178.52864,0.02545,0.02583,0.02564,0.02156,0.02316,0.02236
1176.46828,0.02407,0.02449,0.02428,0.02009,0.0216,0.020845
1174.40792,0.02249,0.02321,0.02285,0.01891,0.02033,0.01962
1172.34755,0.02089,0.02211,0.0215,0.01785,0.0193,0.018575
1170.28719,0.01944,0.02122,0.02033,0.017,0.01845,0.017725
1168.22682,0.01816,0.02046,0.01931,0.01637,0.01773,0.01705
1166.16646,0.0171,0.01982,0.01846,0.01587,0.01706,0.016465
1164.10609,0.01622,0.01929,0.017755,0.01538,0.01639,0.015885
1162.04573,0.01547,0.01865,0.01706,0.01478,0.01575,0.015265
1159.98536,0.01475,0.01787,0.01631,0.01405,0.0151,0.014575
1157.925,0.01401,0.01706,0.015535,0.01334,0.01441,0.013875
1155.86463,0.0133,0.01622,0.01476,0.01269,0.0137,0.013195
1153.80427,0.01271,0.01541,0.01406,0.01204,0.01302,0.01253
1151.7439,0.01236,0.01485,0.013605,0.01158,0.01254,0.01206
1149.68354,0.0124,0.01468,0.01354,0.01161,0.01255,0.01208
1147.62317,0.01288,0.015,0.01394,0.01226,0.01322,0.01274
1145.56281,0.01396,0.01594,0.01495,0.01338,0.01442,0.0139
1143.50244,0.01582,0.01752,0.01667,0.01467,0.01577,0.01522
1141.44208,0.01823,0.0196,0.018915,0.01589,0.01693,0.01641
1139.38171,0.02074,0.02191,0.021325,0.01685,0.01783,0.01734
1137.32135,0.02306,0.02423,0.023645,0.01746,0.01849,0.017975
1135.26098,0.02501,0.02629,0.02565,0.01779,0.01887,0.01833
1133.20062,0.02653,0.02792,0.027225,0.01786,0.01898,0.01842
1131.14026,0.02781,0.02935,0.02858,0.01765,0.01885,0.01825
1129.07989,0.029,0.03078,0.02989,0.01721,0.01846,0.017835
1127.01953,0.02993,0.0319,0.030915,0.01669,0.01797,0.01733
1124.95916,0.02996,0.03208,0.03102,0.01622,0.01752,0.01687
1122.8988,0.02855,0.0309,0.029725,0.0159,0.01718,0.01654
1120.83843,0.02601,0.02875,0.02738,0.01563,0.01693,0.01628
1118.77807,0.02326,0.02651,0.024885,0.01519,0.0165,0.015845
1116.7177,0.02106,0.02469,0.022875,0.01457,0.01577,0.01517
1114.65734,0.01966,0.02353,0.021595,0.01395,0.015,0.014475
1112.59697,0.01876,0.02276,0.02076,0.01345,0.01441,0.01393
1110.53661,0.01803,0.02195,0.01999,0.01292,0.01391,0.013415
1108.47624,0.01754,0.02114,0.01934,0.01238,0.01352,0.01295
1106.41588,0.01718,0.02044,0.01881,0.012,0.01327,0.012635
1104.35551,0.01673,0.01976,0.018245,0.01171,0.0131,0.012405
1102.29515,0.01614,0.01906,0.0176,0.01145,0.0129,0.012175
1100.23478,0.01549,0.01832,0.016905,0.01127,0.01266,0.011965
1098.17442,0.01499,0.01763,0.01631,0.01112,0.01242,0.01177
1096.11405,0.01467,0.01707,0.01587,0.01094,0.01222,0.01158
1094.05369,0.01435,0.01652,0.015435,0.0107,0.01203,0.011365
1091.99332,0.01416,0.01606,0.01511,0.01051,0.01183,0.01117
1089.93296,0.01425,0.01591,0.01508,0.01046,0.01173,0.011095
1087.8726,0.01447,0.01598,0.015225,0.01053,0.0118,0.011165
1085.81223,0.0148,0.01621,0.015505,0.01063,0.0119,0.011265
1083.75187,0.01524,0.01664,0.01594,0.01073,0.01196,0.011345
1081.6915,0.01567,0.01721,0.01644,0.01085,0.01203,0.01144
1079.63114,0.01606,0.01788,0.01697,0.01081,0.01192,0.011365
1077.57077,0.01641,0.01858,0.017495,0.01049,0.01147,0.01098
1075.51041,0.01656,0.01914,0.01785,0.01003,0.01094,0.010485
1073.45004,0.01641,0.01939,0.0179,0.00956,0.01051,0.010035
1071.38968,0.0161,0.01939,0.017745,0.0091,0.01006,0.00958
1069.32931,0.01566,0.01932,0.01749,0.00875,0.00965,0.0092
1067.26895,0.01505,0.01928,0.017165,0.00862,0.00952,0.00907
1065.20858,0.01444,0.01934,0.01689,0.00863,0.00961,0.00912
1063.14822,0.014,0.01952,0.01676,0.0086,0.00961,0.009105
1061.08785,0.01367,0.01975,0.01671,0.00853,0.00946,0.008995
1059.02749,0.01312,0.01967,0.016395,0.00835,0.00917,0.00876
1056.96712,0.01223,0.01903,0.01563,0.00804,0.00882,0.00843
1054.90676,0.01122,0.01809,0.014655,0.00794,0.00875,0.008345
1052.84639,0.01037,0.01722,0.013795,0.00831,0.00913,0.00872
1050.78603,0.00977,0.01646,0.013115,0.00901,0.00977,0.00939
1048.72566,0.00938,0.01576,0.01257,0.00988,0.01054,0.01021
1046.6653,0.00916,0.01519,0.012175,0.01072,0.01136,0.01104
1044.60494,0.00917,0.01484,0.012005,0.01118,0.01185,0.011515
1042.54457,0.00931,0.01472,0.012015,0.01107,0.01173,0.0114
1040.48421,0.00954,0.01489,0.012215,0.0106,0.01123,0.010915
1038.42384,0.00984,0.01534,0.01259,0.01002,0.01068,0.01035
1036.36348,0.0102,0.01605,0.013125,0.00944,0.01013,0.009785
1034.30311,0.01084,0.01703,0.013935,0.00892,0.00957,0.009245
1032.24275,0.01202,0.01833,0.015175,0.00851,0.00906,0.008785
1030.18238,0.01371,0.01991,0.01681,0.00823,0.00868,0.008455
1028.12202,0.01541,0.02144,0.018425,0.00802,0.00845,0.008235
1026.06165,0.01638,0.02229,0.019335,0.0078,0.00828,0.00804
1024.00129,0.01641,0.02212,0.019265,0.00745,0.00799,0.00772
1021.94092,0.01571,0.02117,0.01844,0.00703,0.00761,0.00732
1019.88056,0.01454,0.01984,0.01719,0.00673,0.00733,0.00703
1017.82019,0.01333,0.01864,0.015985,0.00652,0.00717,0.006845
1015.75983,0.01252,0.01786,0.01519,0.00651,0.0072,0.006855
1013.69946,0.0122,0.01751,0.014855,0.00708,0.00766,0.00737
1011.6391,0.0123,0.01762,0.01496,0.00812,0.00847,0.008295
1009.57873,0.01263,0.01804,0.015335,0.00912,0.00944,0.00928
1007.51837,0.01276,0.01831,0.015535,0.00957,0.00997,0.00977
1005.458,0.01241,0.01813,0.01527,0.00931,0.00969,0.0095
1003.39764,0.01166,0.01763,0.014645,0.00874,0.00914,0.00894
1001.33728,0.01078,0.01701,0.013895,0.00827,0.00867,0.00847
999.27691,0.00989,0.01622,0.013055,0.00769,0.00799,0.00784
997.21655,0.00886,0.01512,0.01199,0.00679,0.007,0.006895
995.15618,0.00755,0.01369,0.01062,0.00588,0.00602,0.00595
993.09582,0.00617,0.01219,0.00918,0.0053,0.00543,0.005365
991.03545,0.00502,0.01095,0.007985,0.00506,0.0052,0.00513
988.97509,0.00427,0.01012,0.007195,0.005,0.00513,0.005065
986.91472,0.00379,0.00964,0.006715,0.00493,0.00503,0.00498
984.85436,0.00346,0.00934,0.0064,0.00486,0.0049,0.00488
982.79399,0.00331,0.0091,0.006205,0.00479,0.00475,0.00477
980.73363,0.00322,0.00887,0.006045,0.00466,0.00457,0.004615
978.67326,0.00314,0.00852,0.00583,0.00453,0.00445,0.00449
976.6129,0.00308,0.00809,0.005585,0.0044,0.00445,0.004425
974.55253,0.00309,0.0078,0.005445,0.0043,0.00445,0.004375
972.49217,0.00326,0.00769,0.005475,0.00432,0.00443,0.004375
970.4318,0.00362,0.00774,0.00568,0.00444,0.00435,0.004395
968.37144,0.00413,0.00801,0.00607,0.00453,0.00427,0.0044
966.31107,0.00492,0.00864,0.00678,0.00461,0.00433,0.00447
964.25071,0.00616,0.00979,0.007975,0.00477,0.00459,0.00468
962.19034,0.00782,0.01137,0.009595,0.0051,0.00508,0.00509
960.12998,0.00968,0.01311,0.011395,0.00572,0.00577,0.005745
958.06962,0.01153,0.01478,0.013155,0.0067,0.00664,0.00667
956.00925,0.01334,0.01641,0.014875,0.00825,0.00803,0.00814
953.94889,0.01533,0.01825,0.01679,0.01073,0.01039,0.01056
951.88852,0.01776,0.02052,0.01914,0.01402,0.01365,0.013835
949.82816,0.02085,0.02333,0.02209,0.0174,0.01706,0.01723
947.76779,0.02433,0.02643,0.02538,0.01944,0.01925,0.019345
945.70743,0.02684,0.02869,0.027765,0.01903,0.01906,0.019045
943.64706,0.02699,0.02868,0.027835,0.0165,0.01666,0.01658
941.5867,0.02475,0.02623,0.02549,0.01298,0.01317,0.013075
939.52633,0.02106,0.02238,0.02172,0.00951,0.00967,0.00959
937.46597,0.01706,0.01825,0.017655,0.00683,0.00691,0.00687
935.4056,0.01353,0.01465,0.01409,0.00519,0.00518,0.005185
933.34524,0.01069,0.0118,0.011245,0.00428,0.00436,0.00432
931.28487,0.0085,0.00957,0.009035,0.00381,0.00412,0.003965
929.22451,0.00701,0.00793,0.00747,0.00356,0.00397,0.003765
927.16414,0.00596,0.00669,0.006325,0.00331,0.00359,0.00345
925.10378,0.00503,0.00569,0.00536,0.00308,0.00313,0.003105
923.04341,0.00416,0.00484,0.0045,0.00268,0.00263,0.002655
920.98305,0.00331,0.00392,0.003615,0.00204,0.00211,0.002075
918.92268,0.00247,0.00295,0.00271,0.00152,0.00163,0.001575
916.86232,0.00182,0.00216,0.00199,0.00124,0.0012,0.00122
914.80195,0.00145,0.00163,0.00154,0.00112,0.00092,0.00102
912.74159,0.00124,0.00127,0.001255,0.00099,0.00077,0.00088
910.68123,0.00092,0.00085,0.000885,0.00072,0.00059,0.000655
908.62086,0.0005,0.0005,0.0005,0.00044,0.00042,0.00043
906.5605,0.00034,0.00052,0.00043,0.00033,0.00025,0.00029
904.50013,0.00041,0.00074,0.000575,0.00018,0.00008,0.00013
902.43977,0.00039,0.0007,0.000545,0,0,0
900.3794,0.00018,0.00045,0.000315,0.00007,-0.00002,0.000025
898.31904,0,0.00036,0.00018,0.00036,0.00015,0.000255
896.25867,0,0.0004,0.0002,0.00055,0.00047,0.00051
894.19831,0.00012,0.00043,0.000275,0.00057,0.00057,0.00057
892.13794,0.00006,0.00037,0.000215,0.00047,0.00041,0.00044
890.07758,-0.0003,0.00013,-0.000085,0.00034,0.00027,0.000305
888.01721,-0.00061,0,-0.000305,0.00025,0.00027,0.00026
885.95685,-0.00046,0.0001,-0.00018,0.00024,0.00041,0.000325
883.89648,-0.00007,0.00012,0.000025,0.0002,0.00037,0.000285
881.83612,0.00008,0,0.00004,0.00006,0.00011,0.000085
879.77575,0.00006,0,0.00003,0,0,0
877.71539,0.00012,0.00026,0.00019,0.00007,0.00008,0.000075
875.65502,0.00018,0.00038,0.00028,0.00015,0.0002,0.000175
873.59466,0.00022,0.00031,0.000265,0.00015,0.00041,0.00028
871.53429,0.00036,0.00028,0.00032,0.00011,0.00063,0.00037
869.47393,0.00054,0.00039,0.000465,0.00015,0.00068,0.000415
867.41357,0.00056,0.00054,0.00055,0.00031,0.00061,0.00046
865.3532,0.0005,0.00063,0.000565,0.00053,0.00066,0.000595
863.29284,0.00059,0.00069,0.00064,0.00069,0.00096,0.000825
861.23247,0.00076,0.00077,0.000765,0.0008,0.0013,0.00105
859.17211,0.00087,0.00099,0.00093,0.00116,0.00176,0.00146
857.11174,0.00113,0.00129,0.00121,0.00203,0.00264,0.002335
855.05138,0.00164,0.00153,0.001585,0.00319,0.00358,0.003385
852.99101,0.00196,0.00165,0.001805,0.00391,0.00402,0.003965
850.93065,0.00172,0.0015,0.00161,0.00366,0.00376,0.00371
848.87028,0.0012,0.00107,0.001135,0.00275,0.00302,0.002885
846.80992,0.00077,0.0006,0.000685,0.00181,0.00223,0.00202
844.74955,0.00056,0.0003,0.00043,0.00122,0.00162,0.00142
842.68919,0.00057,0.00027,0.00042,0.00122,0.00137,0.001295
840.62882,0.00061,0.00039,0.0005,0.00161,0.00152,0.001565
838.56846,0.00053,0.00038,0.000455,0.00182,0.00167,0.001745
836.50809,0.00067,0.00041,0.00054,0.00188,0.00173,0.001805
834.44773,0.00115,0.00076,0.000955,0.00199,0.00194,0.001965
832.38736,0.00159,0.00124,0.001415,0.00221,0.00241,0.00231
830.327,0.00193,0.00155,0.00174,0.00262,0.00305,0.002835
828.26663,0.00247,0.00178,0.002125,0.00298,0.00365,0.003315
826.20627,0.00313,0.00217,0.00265,0.0032,0.00397,0.003585
824.14591,0.00362,0.00263,0.003125,0.00359,0.00426,0.003925
822.08554,0.00397,0.00304,0.003505,0.00425,0.00487,0.00456
820.02518,0.00443,0.00352,0.003975,0.00474,0.00544,0.00509
817.96481,0.00506,0.00408,0.00457,0.00501,0.00559,0.0053
815.90445,0.00576,0.00461,0.005185,0.00535,0.00573,0.00554
813.84408,0.00632,0.00493,0.005625,0.00566,0.00613,0.005895
811.78372,0.00685,0.00529,0.00607,0.00607,0.00671,0.00639
809.72335,0.00778,0.0061,0.00694,0.00665,0.00731,0.00698
807.66299,0.00889,0.00719,0.00804,0.00701,0.00771,0.00736
805.60262,0.00976,0.00828,0.00902,0.00733,0.00795,0.00764
